image_paths,image_label
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF21HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF31HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF17HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF07HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF06HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF16HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM30HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM25HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM35HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM34HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM24HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM02HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM28HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM12HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM29HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM13HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM01HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM03HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM24HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF25HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM34HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM35HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM25HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM03HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM13HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM29HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF14HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM12HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM28HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM02HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF31HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF21HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF20HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF30HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF16HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF06HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF07HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF17HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF06HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF29HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF18HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF29HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF13HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF03HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF02HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF01HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF28HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF12HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF34HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF30HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF24HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF25HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF35HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM06HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM16HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM17HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM07HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM21HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM31HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM30HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM20HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF13HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF22HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF31HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF21HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF20HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF30HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF16HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF06HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF07HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF17HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM24HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM34HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM35HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF35HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM25HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM03HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM13HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM29HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF04HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM12HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM28HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM02HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF08HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF27HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF16HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM06HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM16HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM17HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM07HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM21HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM31HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM30HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM20HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF29HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF13HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF11HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF03HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF02HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF28HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF12HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF34HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF24HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF25HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF20HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF35HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF03HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF32HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM16HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM27HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM08HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM04HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF12HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF28HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF02HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF03HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF13HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF29HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF35HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF25HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF24HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM35HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF34HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM07HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM17HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM16HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM06HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM20HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM30HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM31HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM21HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM32HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM03HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM25HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM35HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM34HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM24HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM20HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM02HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM11HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM28HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM12HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM29HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM13HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM03HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF30HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF20HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF21HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF31HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF17HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF07HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF06HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF16HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF28HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF19HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF07HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF15HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF05HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF04HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF14HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF08HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF32HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF22HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF18HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF23HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF19HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF09HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF33HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM10HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM11HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF24HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM01HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM27HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF15HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM26HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF12HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF23HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM18HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM22HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM32HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM08HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM33HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM09HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM19HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM23HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM05HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM15HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM14HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM04HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF27HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF26HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF10HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF01HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF31HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF11HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM15HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF26HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF27HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF11HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BF01HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AF10HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM24HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM23HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM19HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM09HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM33HAFR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM08HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM32HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM22HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM18HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM04HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM14HAFL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM15HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM05HAHL.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM07HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM19HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/BM28HAS.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM01HAHR.JPG,Happy
/Users/vinayadusumilli/Multimodal-Emotion-AI/data/processed/FaceData/Happy/AM11HAHR.JPG,Happy
